genome_id	metagenome_id	division	phylum	class	order	family	specie	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem_category	ecosystem_type	habitat	longitude	latitude	PULsFrequency	CAZysFrequency
3300029228_7	3300029228	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira rogosae	2798811	20	243006	1	0	1	47	99.33	0	99.33	MQ	OTU-10539	Human	Digestive system	Host-associated	116.416	39.9119	18	55
3300029236_16	3300029236	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2213850	52	63865	1	1	1	51	99.4	0	99.4	HQ	OTU-11350	Human	Digestive system	Human host-associated	12.531	55.678	45	23
3300029237_7	3300029237	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus eutactus_A	2853682	24	167577	2	0	1	46	99.33	0	99.33	MQ	OTU-364	Human	Digestive system	Host-associated	116.416	39.9119	18	57
3300029237_9	3300029237	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter rectalis	2730433	39	106099	1	0	3	55	99.52	0	99.52	MQ	OTU-6831	Human	Digestive system	Host-associated	116.416	39.9119	31	60
3300029241_10	3300029241	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus eutactus_A	2677727	48	80790	1	0	2	40	99.31	0	99.31	MQ	OTU-364	Human	Digestive system	Host-associated	116.416	39.9119	42	57
3300029243_16	3300029243	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2291028	49	75773	1	4	2	57	99.4	0	99.4	HQ	OTU-1993	Human	Digestive system	Host-associated	116.416	39.9119	47	41
3300029245_22	3300029245	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2296576	39	110162	1	4	2	59	99.4	0	99.4	HQ	OTU-1993	Human	Digestive system	Host-associated	116.416	39.9119	36	36
3300029246_13	3300029246	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2330099	32	211612	2	4	1	59	99.4	0	99.4	HQ	OTU-1993	Human	Digestive system	Host-associated	116.416	39.9119	30	36
3300029254_6	3300029254	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus eutactus	2878957	35	135489	1	0	0	29	99.33	0	99.33	MQ	OTU-7251	Human	Digestive system	Host-associated	116.416	39.9119	30	64
3300029256_10	3300029256	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus eutactus_A	2824535	14	227461	1	1	1	45	99.33	0	99.33	HQ	OTU-364	Human	Digestive system	Host-associated	116.416	39.9119	11	58
3300029295_4	3300029295	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio desulfuricans_A	2940222	70	64753	1	1	1	48	99.11	0	99.11	HQ	OTU-15696	Human	Digestive system	Human fecal	NULL	NULL	64	32
3300029297_21	3300029297	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		1940077	13	1187949	2	2	1	46	100	0	100	HQ	OTU-14010	Mammals	Digestive system	Mouse gut	114.183	22.3356	5	68
3300029312_2	3300029312	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_B vulgatus	4878853	52	189275	0	2	0	67	99.25	0	99.25	MQ	OTU-10700	Human	Digestive system	Human feces	-76.6259	39.2885	23	248
3300029315_12	3300029315	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	GCF_001546855.1	2357939	33	100496	1	6	3	62	99.4	0	99.4	HQ	OTU-7477	Human	Digestive system	Human feces	-76.6259	39.2885	31	29
3300029323_5	3300029323	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_900066785.1	2776168	125	31321	1	0	0	40	99.68	0	99.68	MQ	OTU-13735	Human	Digestive system	Human fecal	120	30	115	20
3300029323_6	3300029323	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium prausnitzii_A	2656694	30	127545	1	4	1	60	99.32	0	99.32	HQ	OTU-13478	Human	Digestive system	Human fecal	120	30	27	53
3300029325_13	3300029325	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2190966	56	55184	1	1	1	45	99.4	0	99.4	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	48	23
3300029326_12	3300029326	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_000433075.1	2500533	42	91486	1	0	1	31	99.33	0	99.33	MQ	OTU-10790	Human	Digestive system	Human fecal	120	30	35	35
3300029328_12	3300029328	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2188872	54	58568	0	1	1	45	99.4	0	99.4	MQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	47	23
3300029329_11	3300029329	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium ramosum	3079064	76	83394	0	0	0	40	99.06	0	99.06	MQ	OTU-17399	Human	Digestive system	Human feces	-76.6259	39.2885	65	114
3300029330_10	3300029330	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3102045	20	262277	2	0	0	49	99.62	0	99.62	MQ	OTU-8643	Human	Digestive system	Human feces	-76.6259	39.2885	10	110
3300029331_18	3300029331	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2110930	61	52988	1	2	1	50	100	0	100	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	57	23
3300029333_17	3300029333	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2480416	39	145280	2	6	2	62	100	0	100	HQ	OTU-1993	Human	Digestive system	Human feces	-76.6259	39.2885	38	32
3300029334_16	3300029334	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus fermentans	2296454	43	72222	4	3	1	49	99.98	0	99.98	HQ	OTU-2558	Human	Digestive system	Human feces	-76.6259	39.2885	41	29
3300029335_17	3300029335	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2345830	36	129874	3	5	1	62	99.4	0	99.4	HQ	OTU-1993	Human	Digestive system	Human feces	-76.6259	39.2885	34	32
3300029337_24	3300029337	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella parvula	1967152	60	48146	1	1	1	23	100	0	100	MQ	OTU-2260	Human	Digestive system	Human fecal	120	30	56	19
3300029339_25	3300029339	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2154107	56	58635	1	1	1	49	99.4	0	99.4	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	50	22
3300029340_14	3300029340	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_F champanellensis	2395866	41	102802	1	3	2	44	99.16	0	99.16	HQ	OTU-7931	Human	Digestive system	Human feces	-76.6259	39.2885	36	90
3300029340_27	3300029340	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus_B ruminis	1877921	58	51204	2	4	0	48	99.48	0	99.48	MQ	OTU-5489	Human	Digestive system	Human feces	-76.6259	39.2885	57	41
3300029354_20	3300029354	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2202403	48	84257	2	3	1	52	99.4	0	99.4	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	42	23
3300029356_18	3300029356	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium longum	2304237	13	209444	1	2	1	56	100	0	100	HQ	OTU-9266	Human	Digestive system	Human feces	-76.6259	39.2885	3	57
3300029356_20	3300029356	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2107270	21	134570	0	1	1	50	100	0	100	MQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	19	21
3300029359_14	3300029359	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera sp2	2447205	41	93998	4	3	1	58	100	0	100	HQ	OTU-4600	Human	Digestive system	Human feces	-76.6259	39.2885	40	34
3300029366_3	3300029366	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium ramosum	3705752	57	115598	0	2	0	58	100	0	100	MQ	OTU-17399	Human	Digestive system	Human feces	-76.6259	39.2885	52	131
3300029367_10	3300029367	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A seminalis	2221703	19	176831	4	2	1	45	100	0	100	HQ	OTU-16056	Human	Digestive system	Human feces	-76.6259	39.2885	18	22
3300029368_11	3300029368	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira rogosae	2617757	53	61616	5	2	0	49	99.33	0	99.33	MQ	OTU-10539	Human	Digestive system	Human feces	-76.6259	39.2885	51	48
3300029368_14	3300029368	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A seminalis	2232268	19	211893	4	2	1	47	100	0	100	HQ	OTU-16056	Human	Digestive system	Human feces	-76.6259	39.2885	18	22
3300029373_10	3300029373	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	DTU089	Clostridium_A leptum	3233235	24	266185	2	2	2	54	99.33	0	99.33	HQ	OTU-3007	Human	Digestive system	Human feces	-76.6259	39.2885	22	81
3300029373_16	3300029373	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	GCF_001546855.1	2417837	34	124195	2	5	2	59	100	0	100	HQ	OTU-7477	Human	Digestive system	Human feces	-76.6259	39.2885	33	29
3300029373_19	3300029373	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		2116392	47	66933	1	4	1	59	100	0	100	HQ	OTU-3807	Human	Digestive system	Human feces	-76.6259	39.2885	45	10
3300029379_13	3300029379	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		2663120	46	140432	1	3	1	46	99.33	0	99.33	HQ	OTU-16218	Human	Digestive system	Human feces	-76.6259	39.2885	37	85
3300029383_5	3300029383	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium ramosum	3708851	58	119817	0	2	0	54	100	0	100	MQ	OTU-17399	Human	Digestive system	Human feces	-76.6259	39.2885	54	130
3300029384_13	3300029384	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		2687625	40	185288	2	3	1	47	99.33	0	99.33	HQ	OTU-16218	Human	Digestive system	Human feces	-76.6259	39.2885	33	84
3300029385_12	3300029385	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		2713515	43	134996	1	4	2	46	99.33	0	99.33	HQ	OTU-16218	Human	Digestive system	Human feces	-76.6259	39.2885	33	83
3300029388_19	3300029388	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2102349	40	90308	0	0	0	47	99.4	0	99.4	MQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	38	23
3300029390_9	3300029390	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter rectalis	2842755	48	102731	2	0	5	52	99.03	0	99.03	MQ	OTU-6831	Human	Digestive system	Human feces	-76.6259	39.2885	38	68
3300029391_16	3300029391	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae		2352927	38	94264	2	5	0	53	99.85	0	99.85	MQ	OTU-109	Human	Digestive system	Human feces	-76.6259	39.2885	36	32
3300029392_20	3300029392	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae		2351847	30	106784	0	5	1	56	100	0	100	MQ	OTU-109	Human	Digestive system	Human feces	-76.6259	39.2885	27	32
3300029394_26	3300029394	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2125055	43	61114	1	2	1	47	99.4	0	99.4	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	40	23
3300029394_31	3300029394	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	GCF_000016525.1	1773359	35	113261	1	1	1	34	100	0	100	HQ	OTU-7150	Human	Digestive system	Human feces	-76.6259	39.2885	25	11
3300029395_16	3300029395	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella_A seminalis	2226234	15	177686	5	2	2	47	100	0	100	HQ	OTU-16056	Human	Digestive system	Human feces	-76.6259	39.2885	14	22
3300029396_10	3300029396	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium ramosum	3168982	32	270766	0	0	0	43	99.06	0	99.06	MQ	OTU-17399	Human	Digestive system	Human feces	-76.6259	39.2885	31	119
3300029398_8	3300029398	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae		4472110	77	84385	2	1	1	48	99.06	0	99.06	HQ	OTU-4372	Human	Digestive system	Human feces	-76.6259	39.2885	75	80
3300029400_14	3300029400	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2121058	61	56039	1	3	1	52	100	0	100	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	58	23
3300029402_16	3300029402	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		2048799	42	72138	1	1	1	51	100	0	100	HQ	OTU-10423	Human	Digestive system	Human feces	-76.6259	39.2885	39	45
3300029404_20	3300029404	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2140208	42	103327	2	3	1	52	100	0	100	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	39	23
3300029410_15	3300029410	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	GCF_001546855.1	2337096	36	96519	3	6	0	58	99.4	0	99.4	MQ	OTU-7477	Human	Digestive system	Human feces	-76.6259	39.2885	32	29
3300029412_18	3300029412	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2299303	48	69564	1	2	0	52	99.4	0	99.4	MQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	46	23
3300029412_19	3300029412	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		2099051	49	68075	0	3	1	57	100	0	100	MQ	OTU-3807	Human	Digestive system	Human feces	-76.6259	39.2885	45	10
3300029414_15	3300029414	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium longum	2324515	11	304193	1	1	1	57	100	0	100	HQ	OTU-9266	Human	Digestive system	Human feces	-76.6259	39.2885	3	57
3300029414_19	3300029414	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2107851	23	116318	1	1	1	52	100	0	100	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	22	22
3300029417_10	3300029417	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3095207	16	329881	0	1	1	49	99.25	0	99.25	MQ	OTU-8643	Human	Digestive system	Human fecal	120	30	10	117
3300029419_11	3300029419	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	DTU089	Clostridium_A leptum	3130703	36	186535	1	3	1	55	99.33	0	99.33	HQ	OTU-3007	Human	Digestive system	Human feces	-76.6259	39.2885	33	81
3300029419_16	3300029419	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	GCF_001546855.1	2358129	34	100557	3	5	1	60	99.4	0	99.4	HQ	OTU-7477	Human	Digestive system	Human feces	-76.6259	39.2885	32	29
3300029420_19	3300029420	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium longum	2313817	15	216641	1	1	1	56	100	0	100	HQ	OTU-9266	Human	Digestive system	Human feces	-76.6259	39.2885	7	57
3300029421_15	3300029421	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium longum	2335201	39	82272	1	3	0	56	99.54	0	99.54	MQ	OTU-9266	Human	Digestive system	Human feces	-76.6259	39.2885	25	52
3300029423_16	3300029423	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2100084	32	84544	1	1	2	50	100	0	100	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	29	21
3300029427_11	3300029427	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus eutactus_A	2795505	15	388796	3	1	4	51	99.33	0	99.33	HQ	OTU-364	Human	Digestive system	Human feces	-76.6259	39.2885	14	55
3300029431_13	3300029431	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2476131	38	108158	3	4	2	63	100	0	100	HQ	OTU-1993	Human	Digestive system	Human feces	-76.6259	39.2885	37	32
3300029433_13	3300029433	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera elsdenii	2469794	43	94091	2	7	3	62	100	0	100	HQ	OTU-1993	Human	Digestive system	Human feces	-76.6259	39.2885	41	32
3300029435_8	3300029435	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus eutactus_A	3020808	20	301082	1	0	1	48	99.33	0	99.33	MQ	OTU-364	Human	Digestive system	Human feces	-76.6259	39.2885	15	63
3300029437_20	3300029437	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus intestini	2138140	52	59680	2	1	1	52	99.4	0	99.4	HQ	OTU-11350	Human	Digestive system	Human feces	-76.6259	39.2885	46	21
3300029446_24	3300029446	Bacteria	Synergistota	Synergistia	Synergistales	Thermovirgaceae		1822858	49	64793	3	1	1	41	100	0	100	MQ	OTU-3075	Wastewater	Industrial wastewater	biosolids	18.2271	59.3556	46	19
3300029453_4	3300029453	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter rectalis	2836036	32	129721	2	0	2	53	99.52	0	99.52	MQ	OTU-6831	Human	Digestive system	Human fecal	121.468	31.2123	25	61
3300029461_10	3300029461	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pasteurianus	2089068	28	93587	0	1	0	30	99.63	0	99.63	MQ	OTU-14456	Human	Digestive system	Human fecal	121.468	31.2123	24	55
3300029462_12	3300029462	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium bifidum	2226657	28	131477	0	0	0	53	99.48	0	99.48	MQ	OTU-2990	Human	Digestive system	Human fecal	121.468	31.2123	22	47
3300029465_11	3300029465	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella tanakaei	2403793	23	181900	0	2	0	55	100	0	100	MQ	OTU-1712	Human	Digestive system	Human fecal	121.468	31.2123	22	40
3300029467_16	3300029467	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae		2057078	85	31570	2	1	1	39	99.4	0	99.4	MQ	OTU-8446	Human	Digestive system	Human fecal	121.468	31.2123	77	23
3300029469_11	3300029469	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GCA_000980495.1	2273687	67	60754	1	1	1	55	100	0	100	HQ	OTU-11806	Human	Digestive system	Human fecal	121.468	31.2123	62	19
3300029475_16	3300029475	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae		2021066	70	41838	1	2	1	42	100	0	100	MQ	OTU-8446	Human	Digestive system	Human fecal	121.468	31.2123	69	23
3300029487_10	3300029487	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter rectalis	2768561	37	89388	1	0	2	43	99.52	0	99.52	MQ	OTU-6831	Human	Digestive system	Human fecal	121.468	31.2123	31	64
3300029490_14	3300029490	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3189959	21	223811	2	1	1	53	99.62	0	99.62	HQ	OTU-8643	Human	Digestive system	Human fecal	121.468	31.2123	12	118
3300029494_32	3300029494	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	GCF_000016525.1	1721457	62	44783	1	3	2	34	99.2	0	99.2	HQ	OTU-7150	Human	Digestive system	Human feces	-76.6259	39.2885	48	11
3300029498_8	3300029498	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_000437735.1	2957714	23	164743	1	1	2	45	99.33	0	99.33	HQ	OTU-8646	Human	Digestive system	Human fecal	121.468	31.2123	21	59
3300029504_9	3300029504	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GCA_000980495.1	2346047	62	77270	1	1	1	58	100	0	100	HQ	OTU-11806	Human	Digestive system	Human fecal	121.468	31.2123	54	17
3300029505_6	3300029505	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_000435655.1	2708213	32	136152	1	0	2	55	99.37	0	99.37	MQ	OTU-15004	Human	Digestive system	Human fecal	121.468	31.2123	29	31
3300029507_13	3300029507	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GCA_000980495.1	2484048	104	37918	2	2	2	56	99.37	0	99.37	HQ	OTU-11806	Human	Digestive system	Human fecal	121.468	31.2123	95	18
3300029508_9	3300029508	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	GCF_000752095.2	2972639	66	81415	1	4	1	46	99.06	0	99.06	HQ	OTU-11445	Human	Digestive system	Human fecal	121.468	31.2123	64	93
3300029510_10	3300029510	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium prausnitzii_D	2746745	35	128652	1	5	1	60	100	0	100	HQ	OTU-12511	Human	Digestive system	Human fecal	121.468	31.2123	33	49
3300029510_16	3300029510	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium bifidum	2175679	19	331142	1	0	0	52	99.54	0	99.54	MQ	OTU-2990	Human	Digestive system	Human fecal	121.468	31.2123	12	45
3300029512_12	3300029512	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GCA_000980495.1	2360230	73	56827	1	3	1	56	100	0	100	HQ	OTU-11806	Human	Digestive system	Human fecal	121.468	31.2123	66	18
3300029514_11	3300029514	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera sp2	2395340	71	47593	1	2	0	59	100	0	100	MQ	OTU-4600	Human	Digestive system	Human fecal	121.468	31.2123	68	30
3300029518_9	3300029518	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GCA_000980495.1	2584616	101	47235	2	3	4	63	100	0	100	HQ	OTU-11806	Human	Digestive system	Human fecal	121.468	31.2123	83	17
3300029522_13	3300029522	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_000433075.1	2360498	22	164663	1	0	2	42	99.33	0	99.33	MQ	OTU-10790	Human	Digestive system	Human fecal	121.468	31.2123	19	35
3300029522_7	3300029522	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter mori	4812423	22	312894	0	6	0	70	99.37	0.04	99.17	MQ	OTU-15093	Human	Digestive system	Human fecal	121.468	31.2123	17	100
3300029523_19	3300029523	Bacteria	Synergistota	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter piscolens	2408017	43	94960	2	4	1	49	99.15	0	99.15	HQ	OTU-8845	Human	Digestive system	Human fecal	121.468	31.2123	40	21
3300029527_12	3300029527	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium pseudocatenulatum	2320999	17	268352	1	3	1	54	100	0	100	HQ	OTU-3242	Human	Digestive system	Human fecal	121.465	31.2112	9	73
3300029527_7	3300029527	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_000437735.1	2901258	26	160982	1	0	1	52	99.33	0	99.33	MQ	OTU-8646	Human	Digestive system	Human fecal	121.465	31.2112	22	67
3300029533_7	3300029533	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	GCF_000753055.1	2382191	20	171532	0	0	0	47	100	0	100	MQ	OTU-4597	Human	Digestive system	Human fecal	121.465	31.2112	19	51
3300029533_8	3300029533	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera sp2	2322722	50	73981	1	5	1	58	100	0	100	HQ	OTU-4600	Human	Digestive system	Human fecal	121.465	31.2112	45	29
3300029538_19	3300029538	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella intestinalis	1938679	39	77611	1	2	1	51	100	0	100	HQ	OTU-16602	Human	Digestive system	Human fecal	121.465	31.2112	38	34
3300029540_19	3300029540	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	GCF_000753055.1	2306353	34	102906	1	1	1	46	99.19	0	99.19	HQ	OTU-4597	Human	Digestive system	Human fecal	121.465	31.2112	32	50
3300029541_17	3300029541	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella tanakaei	2382773	38	88662	1	1	1	54	100	0	100	HQ	OTU-1712	Human	Digestive system	Human fecal	121.465	31.2112	37	42
3300029546_11	3300029546	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA_000437735.1	2861126	31	117197	1	0	3	51	99.33	0	99.33	MQ	OTU-8646	Human	Digestive system	Human fecal	121.465	31.2112	29	66
3300029547_7	3300029547	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter massiliensis	2311856	15	278401	2	1	1	41	99.52	0	99.52	HQ	OTU-15865	Human	Digestive system	Human fecal	-0.12	51.5	12	25
3300029552_5	3300029552	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3291561	19	335373	2	1	0	59	99.62	0	99.62	MQ	OTU-8643	Human	Digestive system	Human fecal	-0.12	51.5	11	118
3300029557_8	3300029557	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3328444	22	250161	1	2	2	53	99.25	0	99.25	HQ	OTU-8643	Human	Digestive system	Human fecal	-0.12	51.5	11	127
3300029562_16	3300029562	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium longum	2245502	26	165349	0	1	1	55	100	0	100	MQ	OTU-9266	Human	Digestive system	Human fecal	-0.12	51.5	15	62
